Poll	Date	Sample	MoE	Rep	Dem	Spread	State	Year	Senate	Final_Margin
PPP (D)**	5/8 - 5/11	582 RV	4.1	37	42	Begich +5	AK	2014	0	2.2
PPP (D)**	1/30 - 2/1	850 RV	3.4	37	41	Begich +4	AK	2014	0	2.2
PPP (D)*	11/1 - 11/2	1052 LV	3	46	45	Sullivan +1	AK	2014	0	2.2
PPP (D)	2/4 - 2/5	1129 RV	2.9	41	47	Begich +6	AK	2014	0	2.2
PPP (D)	7/25 - 7/28	890 RV	3.3	39	46	Begich +7	AK	2014	0	2.2
PPP (D)	7/31 - 8/3	673 RV	3.8	41	45	Begich +4	AK	2014	0	2.2
PPP (D)	9/18 - 9/21	880 LV	3.3	45	42	Sullivan +3	AK	2014	0	2.2
Magellan Strategies (R)	4/14 - 4/14	603 LV	4	46	41	Sullivan +5	AK	2014	0	2.2
Ivan Moore Research	10/24 - 10/26	544 LV	--	42	48	Begich +6	AK	2014	0	2.2
FOX News*	10/4 - 10/7	706 LV	3.5	44	40	Sullivan +4	AK	2014	0	2.2
Final Results	--	--	--	48	45.8	Sullivan +2.2	AK	2014	0	2.2
CNN/Opinion Research	10/1 - 10/6	704 LV	3.5	50	44	Sullivan +6	AK	2014	0	2.2
CBS News/NYT/YouGov	7/5 - 7/24	LV	5.2	37	49	Begich +12	AK	2014	0	2.2
CBS News/NYT/YouGov	10/16 - 10/23	561 LV	9	48	44	Sullivan +4	AK	2014	0	2.2
CBS News/NYT/YouGov	9/20 - 10/1	593 LV	5	48	42	Sullivan +6	AK	2014	0	2.2
CBS News/NYT/YouGov	8/18 - 9/2	412 LV	6	44	38	Sullivan +6	AK	2014	0	2.2
Final Results	--	--		75.7	21.7	Barrasso +54.0	WY	2012	1	54
PPP (D)	9/1 - 9/4	708 LV		23	62	Manchin +39	WV	2012	1	24.1
PPP (D)	4/21 - 4/24	850 RV		29	61	Manchin +32	WV	2012	1	24.1
PPP (D)	1/20 - 1/23	1105 RV		31	60	Manchin +29	WV	2012	1	24.1
Final Results	--	--		36.5	60.6	Manchin +24.1	WV	2012	1	24.1
WPR/St. Norbert*	10/25 - 10/29	402 LV		46	43	Thompson +3	WI	2012	1	5.5
WeAskAmerica	9/20 - 9/23	1238 LV		40	52	Baldwin +12	WI	2012	1	5.5
WeAskAmerica	10/30 - 11/1	1210 LV		46	49	Baldwin +3	WI	2012	1	5.5
RCP Average	10/25 - 11/3	--		46.4	48.6	Baldwin +2.2	WI	2012	1	5.5
Rasmussen Reports	10/9 - 10/9	500 LV		47	51	Baldwin +4	WI	2012	1	5.5
Rasmussen Reports	9/17 - 9/17	500 LV		46	49	Baldwin +3	WI	2012	1	5.5
Rasmussen Reports	10/29 - 10/29	750 LV		48	48	Tie	WI	2012	1	5.5
Rasmussen Reports	7/25 - 7/25	500 LV		41	48	Baldwin +7	WI	2012	1	5.5
Rasmussen Reports	10/25 - 10/25	500 LV		48	47	Thompson +1	WI	2012	1	5.5
Rasmussen Reports	10/18 - 10/18	500 LV		48	46	Thompson +2	WI	2012	1	5.5
Rasmussen Reports	3/27 - 3/27	500 LV		48	44	Thompson +4	WI	2012	1	5.5
Rasmussen Reports	8/15 - 8/15	500 LV		54	43	Thompson +11	WI	2012	1	5.5
Rasmussen Reports	10/26 - 10/26	500 LV		49	42	Thompson +7	WI	2012	1	5.5
Rasmussen Reports	5/9 - 5/9	500 LV		50	38	Thompson +12	WI	2012	1	5.5
Rasmussen Reports	6/12 - 6/12	500 LV		52	36	Thompson +16	WI	2012	1	5.5
Rasmussen Reports	2/27 - 2/27	500 LV		50	36	Thompson +14	WI	2012	1	5.5
PPP (D)	11/2 - 11/3	1256 LV		48	51	Baldwin +3	WI	2012	1	5.5
PPP (D)	9/18 - 9/19	842 LV		45	49	Baldwin +4	WI	2012	1	5.5
PPP (D)	10/4 - 10/6	979 LV		46	49	Baldwin +3	WI	2012	1	5.5
PPP (D)	2/23 - 2/26	900 RV		45	46	Baldwin +1	WI	2012	1	5.5
PPP (D)	7/5 - 7/8	1057 RV		45	45	Tie	WI	2012	1	5.5
PPP (D)	8/16 - 8/19	1308 LV		49	44	Thompson +5	WI	2012	1	5.5
PPP (D)	10/20 - 10/23	1170 RV		46	44	Thompson +2	WI	2012	1	5.5
PPP (D)	5/19 - 5/22	1636 RV		45	44	Thompson +1	WI	2012	1	5.5
PPP (D)	8/12 - 8/14	830 RV		50	42	Thompson +8	WI	2012	1	5.5
NBC/WSJ/Marist	10/15 - 10/17	1013 LV		45	49	Baldwin +4	WI	2012	1	5.5
NBC/WSJ/Marist	9/16 - 9/18	968 LV		46	48	Baldwin +2	WI	2012	1	5.5
NBC/WSJ/Marist	10/28 - 10/29	1065 LV		47	48	Baldwin +1	WI	2012	1	5.5
Mason-Dixon	10/15 - 10/17	625 LV		45	47	Baldwin +2	WI	2012	1	5.5
Marquette University	9/13 - 9/16	601 LV		41	50	Baldwin +9	WI	2012	1	5.5
Marquette University	9/27 - 9/30	894 LV		44	48	Baldwin +4	WI	2012	1	5.5
Marquette University	10/25 - 10/28	1243 LV		43	47	Baldwin +4	WI	2012	1	5.5
Marquette University	10/11 - 10/14	870 LV		46	45	Thompson +1	WI	2012	1	5.5
Marquette University	8/2 - 8/5	1188 LV		48	43	Thompson +5	WI	2012	1	5.5
Marquette University	2/16 - 2/19	716 RV		48	42	Thompson +6	WI	2012	1	5.5
Marquette University	8/16 - 8/19	576 LV		50	41	Thompson +9	WI	2012	1	5.5
Marquette University	6/13 - 6/16	594 LV		49	41	Thompson +8	WI	2012	1	5.5
Marquette University	7/5 - 7/8	810 LV		45	41	Thompson +4	WI	2012	1	5.5
Final Results	--	--		45.9	51.4	Baldwin +5.5	WI	2012	1	5.5
Daily Kos/PPP (D)	4/13 - 4/15	1136 LV		47	45	Thompson +2	WI	2012	1	5.5
Daily Kos/PPP (D)	5/11 - 5/13	LV		47	43	Thompson +4	WI	2012	1	5.5
CBS/NYT/Quinnipiac	10/4 - 10/9	1327 LV		46	48	Baldwin +2	WI	2012	1	5.5
CBS/NYT/Quinnipiac	9/11 - 9/17	1485 LV		47	47	Tie	WI	2012	1	5.5
CBS/NYT/Quinnipiac	7/31 - 8/6	1428 LV		47	47	Tie	WI	2012	1	5.5
CBS/NYT/Quinnipiac	8/15 - 8/21	1190 LV		50	44	Thompson +6	WI	2012	1	5.5
The Washington Poll	10/18 - 10/31	632 LV		33	61	Cantwell +28	WA	2012	1	20.9
The Washington Poll	10/1 - 10/16	644 LV		35	58	Cantwell +23	WA	2012	1	20.9
SurveyUSA	9/28 - 9/30	540 LV		40	53	Cantwell +13	WA	2012	1	20.9
SurveyUSA	11/21 - 11/23	549 LV		39	51	Cantwell +12	WA	2012	1	20.9
SurveyUSA	7/16 - 7/18	630 RV		40	51	Cantwell +11	WA	2012	1	20.9
SurveyUSA	1/12 - 1/16	617 RV		41	50	Cantwell +9	WA	2012	1	20.9
RCP Average	10/14 - 11/3	--		36.3	56.7	Cantwell +20.4	WA	2012	1	20.9
Rasmussen Reports	9/26 - 9/26	500 LV		37	57	Cantwell +20	WA	2012	1	20.9
Rasmussen Reports	10/14 - 10/14	500 LV		37	52	Cantwell +15	WA	2012	1	20.9
PPP (D)	11/1 - 11/3	932 LV		39	57	Cantwell +18	WA	2012	1	20.9
PPP (D)	6/14 - 6/17	1073 RV		35	51	Cantwell +16	WA	2012	1	20.9
PPP (D)	2/16 - 2/19	1264 RV		36	51	Cantwell +15	WA	2012	1	20.9
Final Results	--	--		39.6	60.5	Cantwell +20.9	WA	2012	1	20.9
Final Results	--	--		24.9	71	Sanders +46.1	VT	2012	1	46.1
WeAskAmerica	10/30 - 11/1	1069 LV		50	50	Tie	VA	2012	1	5.9
WeAskAmerica	10/7 - 10/9	1296 LV		46	41	Allen +5	VA	2012	1	5.9
WeAskAmerica	6/25 - 6/25	1106 LV		44	35	Allen +9	VA	2012	1	5.9
Washington Post	9/12 - 9/16	847 LV		43	51	Kaine +8	VA	2012	1	5.9
Washington Post	10/22 - 10/26	1228 LV		44	51	Kaine +7	VA	2012	1	5.9
Washington Post	4/28 - 5/2	964 RV		46	46	Tie	VA	2012	1	5.9
Washington Post	4/28 - 5/4	1040 RV		46	46	Tie	VA	2012	1	5.9
Suffolk/WWBT	9/24 - 9/26	600 LV		44	44	Tie	VA	2012	1	5.9
Roanoke College	9/19 - 9/28	589 LV		37	47	Kaine +10	VA	2012	1	5.9
Roanoke College	10/23 - 10/26	638 LV		47	42	Allen +5	VA	2012	1	5.9
Roanoke College	3/26 - 4/5	537 RV		46	39	Allen +7	VA	2012	1	5.9
Roanoke College	9/6 - 9/17	601 LV		42	39	Allen +3	VA	2012	1	5.9
Roanoke College	2/13 - 2/26	607 A		45	37	Allen +8	VA	2012	1	5.9
Roanoke College	3/17 - 3/30	360 RV		45	32	Allen +13	VA	2012	1	5.9
RCP Average	10/22 - 11/4	--		46.8	48.6	Kaine +1.8	VA	2012	1	5.9
Rasmussen Reports	10/4 - 10/4	500 LV		45	52	Kaine +7	VA	2012	1	5.9
Rasmussen Reports	11/4 - 11/4	750 LV		47	49	Kaine +2	VA	2012	1	5.9
Rasmussen Reports	10/24 - 10/24	750 LV		48	49	Kaine +1	VA	2012	1	5.9
Rasmussen Reports	10/18 - 10/18	500 LV		48	49	Kaine +1	VA	2012	1	5.9
Rasmussen Reports	10/11 - 10/11	750 LV		47	48	Kaine +1	VA	2012	1	5.9
Rasmussen Reports	9/13 - 9/13	500 LV		45	47	Kaine +2	VA	2012	1	5.9
Rasmussen Reports	8/7 - 8/7	500 LV		46	46	Tie	VA	2012	1	5.9
Rasmussen Reports	2/21 - 2/21	500 LV		46	46	Tie	VA	2012	1	5.9
Rasmussen Reports	6/3 - 6/3	500 LV		44	46	Kaine +2	VA	2012	1	5.9
Rasmussen Reports	7/16 - 7/17	500 LV		45	46	Kaine +1	VA	2012	1	5.9
Rasmussen Reports	9/28 - 9/28	500 LV		45	46	Kaine +1	VA	2012	1	5.9
Rasmussen Reports	8/23 - 8/23	500 LV		45	45	Tie	VA	2012	1	5.9
Rasmussen Reports	4/23 - 4/23	500 LV		46	45	Allen +1	VA	2012	1	5.9
Rasmussen Reports	3/20 - 3/20	500 LV		46	44	Allen +2	VA	2012	1	5.9
Quinnipiac	3/13 - 3/18	1034 RV		44	47	Kaine +3	VA	2012	1	5.9
Quinnipiac	2/1 - 2/6	1544 RV		44	45	Kaine +1	VA	2012	1	5.9
Quinnipiac	10/3 - 10/9	1459 RV		44	45	Kaine +1	VA	2012	1	5.9
Quinnipiac	5/30 - 6/4	1282 RV		43	44	Kaine +1	VA	2012	1	5.9
Quinnipiac	7/10 - 7/16	1673 RV		46	44	Allen +2	VA	2012	1	5.9
Quinnipiac	9/7 - 9/12	1368 RV		45	44	Allen +1	VA	2012	1	5.9
Quinnipiac	6/21 - 6/27	1434 RV		42	43	Kaine +1	VA	2012	1	5.9
Quinnipiac	12/13 - 12/19	1135 RV		44	42	Allen +2	VA	2012	1	5.9
PPP (D)	11/3 - 11/4	975 LV		46	52	Kaine +6	VA	2012	1	5.9
PPP (D)	10/4 - 10/7	725 LV		44	51	Kaine +7	VA	2012	1	5.9
PPP (D)	11/10 - 11/13	551 RV		44	50	Kaine +6	VA	2012	1	5.9
PPP (D)	2/24 - 2/27	524 RV		47	47	Tie	VA	2012	1	5.9
PPP (D)	12/10 - 12/12	600 RV		42	47	Kaine +5	VA	2012	1	5.9
PPP (D)	9/13 - 9/16	1021 LV		46	47	Kaine +1	VA	2012	1	5.9
PPP (D)	8/16 - 8/19	855 LV		46	46	Tie	VA	2012	1	5.9
PPP (D)	7/21 - 7/24	500 RV		43	46	Kaine +3	VA	2012	1	5.9
PPP (D)	7/5 - 7/8	647 RV		44	46	Kaine +2	VA	2012	1	5.9
PPP (D)	5/5 - 5/8	547 RV		44	46	Kaine +2	VA	2012	1	5.9
PPP (D)	4/26 - 4/29	680 RV		45	46	Kaine +1	VA	2012	1	5.9
Old Dominion University	9/19 - 10/17	465 LV		43	50	Kaine +7	VA	2012	1	5.9
NBC/WSJ/Marist	9/30 - 10/1	969 LV		44	49	Kaine +5	VA	2012	1	5.9
NBC/WSJ/Marist	11/1 - 11/2	1165 LV		46	49	Kaine +3	VA	2012	1	5.9
NBC/WSJ/Marist	10/7 - 10/9	981 LV		46	47	Kaine +1	VA	2012	1	5.9
NBC/WSJ/Marist	9/9 - 9/11	996 LV		46	46	Tie	VA	2012	1	5.9
NBC News/Marist	5/17 - 5/20	1076 RV		43	49	Kaine +6	VA	2012	1	5.9
NBC News/Marist	2/29 - 3/2	2518 RV		39	48	Kaine +9	VA	2012	1	5.9
Mason-Dixon	1/16 - 1/18	625 LV		46	46	Tie	VA	2012	1	5.9
Gravis Marketing	10/26 - 10/26	645 LV		48	46	Allen +2	VA	2012	1	5.9
Gravis Marketing	9/8 - 9/9	2238 LV		48	43	Allen +5	VA	2012	1	5.9
FOX News	9/16 - 9/18	1006 LV		43	47	Kaine +4	VA	2012	1	5.9
Final Results	--	--		47	52.9	Kaine +5.9	VA	2012	1	5.9
CNU/Times-Dispatch	10/3 - 10/8	1027 RV		42	44	Kaine +2	VA	2012	1	5.9
CNU/Times-Dispatch	2/4 - 2/13	1018 RV		42	40	Allen +2	VA	2012	1	5.9
CBS/NYT/Quinnipiac	10/4 - 10/9	1288 LV		44	51	Kaine +7	VA	2012	1	5.9
CBS/NYT/Quinnipiac	9/11 - 9/17	1474 LV		44	51	Kaine +7	VA	2012	1	5.9
CBS/NYT/Quinnipiac	10/23 - 10/28	1074 LV		46	50	Kaine +4	VA	2012	1	5.9
CBS/NYT/Quinnipiac	7/31 - 8/6	1412 LV		46	48	Kaine +2	VA	2012	1	5.9
UtahPolicy/Dan Jones*	8/22 - 8/31	809 LV		55	29	Romney +26	UT	2012	1	35
UtahPolicy/Dan Jones*	2/9 - 2/16	609 RV		60	14	Romney +46	UT	2012	1	35
UtahPolicy/Dan Jones	8/30 - 9/5	608 RV		64	26	Romney +38	UT	2012	1	35
Salt Lake Tribune/Dan Jones	6/11 - 6/18	654 RV		58	20	Romney +38	UT	2012	1	35
Salt Lake Tribune/Dan Jones	1/15 - 1/18	803 RV		64	19	Romney +45	UT	2012	1	35
Salt Lake Tribune	10/3 - 10/9	607 RV		59	23	Romney +36	UT	2012	1	35
Texas Lyceum	9/10 - 9/26	443 LV		50	24	Cruz +26	TX	2012	1	15.9
PPP (D)	4/19 - 4/22	591 RV		44	34	Cruz +10	TX	2012	1	15.9
PPP (D)	1/12 - 1/15	700 RV		41	31	Cruz +10	TX	2012	1	15.9
Final Results	--	--		56.5	40.6	Cruz +15.9	TX	2012	1	15.9
Baselice & Associates (R)*	10/10 - 10/14	851 LV		51	33	Cruz +18	TX	2012	1	15.9
Middle Tn. State U.	10/16 - 10/21	609 LV		59	21	Corker +38	TN	2012	1	15.9
Final Results	--	--		64.9	30.4	Corker +34.5	TN	2012	1	34.5
RCP Average	9/23 - 10/23	--		23	63	Reed +40.0	RI	2012	1	41.4
Rasmussen Reports	9/23 - 9/25	750 LV		61	4	Reed +35	RI	2012	1	41.4
Final Results	--	--		30	70.7	Reed +41.4	RI	2012	1	41.4
CBS News/NYT/YouGov	10/16 - 10/23	866 LV		65	6	Reed +45	RI	2012	1	41.4
CBS News/NYT/YouGov	9/20 - 10/1	724 LV		64	4	Reed +42	RI	2012	1	41.4
CBS News/NYT/YouGov	8/18 - 9/2	764 LV		52	4	Reed +20	RI	2012	1	41.4
WeAskAmerica	7/9 - 7/10	1227 LV		53	53	Casey +14	PA	2012	1	9.1
Tribune-Review/Susquehanna	9/18 - 9/20	800 LV		46	46	Casey +5	PA	2012	1	9.1
Tribune-Review/Susquehanna	10/29 - 10/31	800 LV		46	46	Casey +1	PA	2012	1	9.1
Susquehanna	10/4 - 10/6	725 LV		46	46	Casey +2	PA	2012	1	9.1
Siena	10/1 - 10/5	545 LV		44	44	Casey +9	PA	2012	1	9.1
RCP Average	10/23 - 11/3	--		48.2	48.2	Casey +5.4	PA	2012	1	9.1
Rasmussen Reports	9/19 - 9/19	500 LV		49	49	Casey +7	PA	2012	1	9.1
Rasmussen Reports	10/9 - 10/9	500 LV		49	49	Casey +4	PA	2012	1	9.1
Rasmussen Reports	7/18 - 7/18	500 LV		49	49	Casey +11	PA	2012	1	9.1
Rasmussen Reports	5/21 - 5/21	500 LV		48	48	Casey +7	PA	2012	1	9.1
Rasmussen Reports	10/24 - 10/24	500 LV		46	46	Casey +1	PA	2012	1	9.1
Quinnipiac	6/5 - 6/10	997 RV		51	51	Casey +19	PA	2012	1	9.1
Quinnipiac	6/19 - 6/25	1252 RV		49	49	Casey +17	PA	2012	1	9.1
Quinnipiac	10/12 - 10/14	1519 LV		48	48	Casey +3	PA	2012	1	9.1
PPP (D)	11/2 - 11/3	790 LV		52	52	Casey +8	PA	2012	1	9.1
PPP (D)	10/12 - 10/14	500 LV		50	50	Casey +11	PA	2012	1	9.1
PPP (D)	3/8 - 3/11	689 RV		49	49	Casey +18	PA	2012	1	9.1
PPP (D)	5/17 - 5/20	671 RV		49	49	Casey +16	PA	2012	1	9.1
PPP (D)	11/17 - 11/20	500 RV		48	48	Casey +16	PA	2012	1	9.1
PPP (D)	7/21 - 7/23	758 RV		46	46	Casey +10	PA	2012	1	9.1
Philadelphia Inquirer	8/21 - 8/23	601 LV		53	53	Casey +19	PA	2012	1	9.1
Philadelphia Inquirer	10/23 - 10/25	600 LV		49	49	Casey +7	PA	2012	1	9.1
Philadelphia Inquirer	10/4 - 10/8	600 LV		48	48	Casey +10	PA	2012	1	9.1
Morning Call	8/20 - 8/22	422 LV		49	49	Casey +19	PA	2012	1	9.1
Morning Call	11/1 - 11/3	430 LV		48	48	Casey +6	PA	2012	1	9.1
Morning Call	10/17 - 10/21	444 LV		45	45	Casey +8	PA	2012	1	9.1
Morning Call	9/10 - 9/16	640 LV		45	45	Casey +12	PA	2012	1	9.1
Morning Call	9/22 - 9/26	427 LV		44	44	Casey +8	PA	2012	1	9.1
Morning Call	10/10 - 10/14	438 LV		41	41	Casey +2	PA	2012	1	9.1
Franklin & Marshall	10/23 - 10/28	547 LV		48	48	Casey +9	PA	2012	1	9.1
Franklin & Marshall	9/18 - 9/23	392 LV		48	48	Casey +10	PA	2012	1	9.1
Franklin & Marshall	8/7 - 8/12	681 RV		43	43	Casey +15	PA	2012	1	9.1
Franklin & Marshall	5/29 - 6/4	412 RV		42	42	Casey +21	PA	2012	1	9.1
Final Results	--	--		53.7	53.7	Casey +9.1	PA	2012	1	9.1
CBS/NYT/Quinnipiac	7/24 - 7/30	1168 LV		55	55	Casey +18	PA	2012	1	9.1
CBS/NYT/Quinnipiac	9/18 - 9/24	1180 LV		49	49	Casey +6	PA	2012	1	9.1
WeAskAmerica	10/4 - 10/4	1200 LV		44	46	Brown +2	OH	2012	1	6
Washington Post	9/19 - 9/23	759 LV		41	53	Brown +12	OH	2012	1	6
SurveyUSA*	11/1 - 11/4	803 LV		41	44	Brown +3	OH	2012	1	6
SurveyUSA*	10/12 - 10/15	613 LV		38	43	Brown +5	OH	2012	1	6
SurveyUSA*	10/5 - 10/8	808 LV		38	42	Brown +4	OH	2012	1	6
SurveyUSA	10/26 - 10/29	603 LV		41	46	Brown +5	OH	2012	1	6
SurveyUSA	10/20 - 10/22	609 LV		42	43	Brown +1	OH	2012	1	6
Suffolk*	10/18 - 10/21	600 LV		39	46	Brown +7	OH	2012	1	6
RCP Average	10/24 - 11/4	--		45	50	Brown +5.0	OH	2012	1	6
Rasmussen Reports	11/4 - 11/4	750 LV		48	50	Brown +2	OH	2012	1	6
Rasmussen Reports	10/28 - 10/28	750 LV		48	50	Brown +2	OH	2012	1	6
Rasmussen Reports	9/12 - 9/12	500 LV		41	49	Brown +8	OH	2012	1	6
Rasmussen Reports	10/17 - 10/17	750 LV		44	49	Brown +5	OH	2012	1	6
Rasmussen Reports	11/1 - 11/1	750 LV		48	48	Tie	OH	2012	1	6
Rasmussen Reports	10/23 - 10/23	750 LV		44	48	Brown +4	OH	2012	1	6
Rasmussen Reports	5/29 - 5/29	500 LV		42	47	Brown +5	OH	2012	1	6
Rasmussen Reports	10/10 - 10/10	750 LV		46	47	Brown +1	OH	2012	1	6
Rasmussen Reports	10/4 - 10/4	500 LV		46	46	Tie	OH	2012	1	6
Rasmussen Reports	7/18 - 7/18	500 LV		42	46	Brown +4	OH	2012	1	6
Rasmussen Reports	8/13 - 8/13	500 LV		44	44	Tie	OH	2012	1	6
Rasmussen Reports	2/8 - 2/8	500 LV		40	44	Brown +4	OH	2012	1	6
Rasmussen Reports	4/18 - 4/18	500 LV		41	44	Brown +3	OH	2012	1	6
Rasmussen Reports	3/26 - 3/26	500 LV		43	43	Tie	OH	2012	1	6
Quinnipiac	6/19 - 6/25	1237 RV		34	50	Brown +16	OH	2012	1	6
Quinnipiac	10/17 - 10/23	1668 RV		34	49	Brown +15	OH	2012	1	6
Quinnipiac	7/12 - 7/18	1659 RV		34	49	Brown +15	OH	2012	1	6
Quinnipiac	9/20 - 9/25	1301 RV		36	49	Brown +13	OH	2012	1	6
Quinnipiac	2/7 - 2/12	1421 RV		35	48	Brown +13	OH	2012	1	6
Quinnipiac	1/9 - 1/16	1610 RV		32	47	Brown +15	OH	2012	1	6
Quinnipiac	5/2 - 5/7	1069 RV		40	46	Brown +6	OH	2012	1	6
Quinnipiac	3/20 - 3/26	1246 RV		36	46	Brown +10	OH	2012	1	6
Quinnipiac	5/10 - 5/16	1379 RV		31	45	Brown +14	OH	2012	1	6
PPP (D)	11/3 - 11/4	1000 LV		44	54	Brown +10	OH	2012	1	6
PPP (D)	10/26 - 10/28	718 LV		42	53	Brown +11	OH	2012	1	6
PPP (D)	9/27 - 9/30	897 LV		41	49	Brown +8	OH	2012	1	6
PPP (D)	10/12 - 10/13	880 LV		42	49	Brown +7	OH	2012	1	6
PPP (D)	10/18 - 10/20	532 LV		44	49	Brown +5	OH	2012	1	6
PPP (D)	11/4 - 11/6	1022 LV		34	49	Brown +15	OH	2012	1	6
PPP (D)	9/7 - 9/9	1072 LV		40	48	Brown +8	OH	2012	1	6
PPP (D)	10/13 - 10/16	581 RV		40	48	Brown +8	OH	2012	1	6
PPP (D)	5/19 - 5/22	565 RV		31	48	Brown +17	OH	2012	1	6
PPP (D)	3/10 - 3/13	559 RV		32	48	Brown +16	OH	2012	1	6
PPP (D)	8/11 - 8/14	792 RV		33	48	Brown +15	OH	2012	1	6
PPP (D)	1/28 - 1/29	820 RV		36	47	Brown +11	OH	2012	1	6
PPP (D)	8/9 - 8/12	961 LV		37	47	Brown +10	OH	2012	1	6
PPP (D)	6/21 - 6/24	673 RV		39	46	Brown +7	OH	2012	1	6
PPP (D)	5/3 - 5/6	875 RV		37	45	Brown +8	OH	2012	1	6
Ohio Poll/Univ of Cin.	10/31 - 11/4	901 LV		47	51	Brown +4	OH	2012	1	6
Ohio Poll/Univ of Cin.	10/25 - 10/30	1182 LV		44	49	Brown +5	OH	2012	1	6
Ohio Poll/Univ of Cin.	8/16 - 8/21	847 LV		47	48	Brown +1	OH	2012	1	6
Ohio Newspapers/Univ of Cin.	9/13 - 9/18	861 LV		45	52	Brown +7	OH	2012	1	6
NBC/WSJ/Marist	10/7 - 10/9	994 LV		41	52	Brown +11	OH	2012	1	6
NBC/WSJ/Marist	9/30 - 10/1	931 LV		41	50	Brown +9	OH	2012	1	6
NBC/WSJ/Marist	10/31 - 11/1	971 LV		45	50	Brown +5	OH	2012	1	6
NBC/WSJ/Marist	9/9 - 9/11	979 LV		42	49	Brown +7	OH	2012	1	6
NBC News/Marist	5/17 - 5/20	1103 RV		37	51	Brown +14	OH	2012	1	6
NBC News/Marist	2/29 - 3/2	3079 RV		37	47	Brown +10	OH	2012	1	6
Gravis Marketing	9/7 - 9/8	1548 LV		42	48	Brown +6	OH	2012	1	6
Gravis Marketing	10/27 - 10/27	730 LV		47	48	Brown +1	OH	2012	1	6
Gravis Marketing	9/2 - 9/2	1381 RV		44	44	Tie	OH	2012	1	6
Gravis Marketing	8/27 - 8/27	1397 RV		41	44	Brown +3	OH	2012	1	6
Gravis Marketing	9/21 - 9/22	594 LV		43	44	Brown +1	OH	2012	1	6
FOX News	9/16 - 9/18	1009 LV		40	47	Brown +7	OH	2012	1	6
Final Results	--	--		44.7	50.7	Brown +6.0	OH	2012	1	6
Columbus Dispatch*	10/24 - 11/3	1501 LV		45	51	Brown +6	OH	2012	1	6
Columbus Dispatch*	9/19 - 9/29	1662 LV		39	49	Brown +10	OH	2012	1	6
Columbus Dispatch*	8/15 - 8/25	1758 LV		44	44	Tie	OH	2012	1	6
Cincinnati Enquirer/Ohio News	10/18 - 10/23	1015 LV		47	51	Brown +4	OH	2012	1	6
CBS/NYT/Quinnipiac	10/23 - 10/28	1110 LV		42	51	Brown +9	OH	2012	1	6
CBS/NYT/Quinnipiac	7/24 - 7/30	1193 LV		39	51	Brown +12	OH	2012	1	6
CBS/NYT/Quinnipiac	9/18 - 9/24	1162 LV		40	50	Brown +10	OH	2012	1	6
CBS/NYT/Quinnipiac	8/15 - 8/21	1253 LV		41	48	Brown +7	OH	2012	1	6
CBS News/Quinnipiac	10/17 - 10/20	1548 LV		42	51	Brown +9	OH	2012	1	6
SurveyUSA	10/23 - 10/25	554 LV		64	22	Gillibrand +42	NY	2012	1	45.8
Siena	5/6 - 5/10	766 RV		60	26	Gillibrand +34	NY	2012	1	45.8
Siena	7/10 - 7/15	758 RV		62	25	Gillibrand +37	NY	2012	1	45.8
Siena	10/22 - 10/24	750 LV		67	24	Gillibrand +43	NY	2012	1	45.8
Siena	4/1 - 4/4	808 RV		63	23	Gillibrand +40	NY	2012	1	45.8
Siena	8/14 - 8/19	671 LV		65	22	Gillibrand +43	NY	2012	1	45.8
Siena	6/3 - 6/6	807 RV		65	22	Gillibrand +43	NY	2012	1	45.8
RCP Average	10/18 - 10/25	--		66.3	23.3	Gillibrand +43.0	NY	2012	1	45.8
Quinnipiac	9/4 - 9/9	1486 LV		64	27	Gillibrand +37	NY	2012	1	45.8
Quinnipiac	3/28 - 4/2	1597 RV		58	25	Gillibrand +33	NY	2012	1	45.8
Quinnipiac	5/22 - 5/28	1504 RV		58	24	Gillibrand +34	NY	2012	1	45.8
Quinnipiac	7/17 - 7/23	1779 RV		57	24	Gillibrand +33	NY	2012	1	45.8
Marist	10/18 - 10/21	565 LV		68	24	Gillibrand +44	NY	2012	1	45.8
Final Results	--	--		72.2	26.4	Gillibrand +45.8	NY	2012	1	45.8
WeAskAmerica	9/25 - 9/27	1078 LV		45	45	Tie	NV	2012	1	1.2
Suffolk/KSNV*	10/6 - 10/9	500 LV		40	37	Heller +3	NV	2012	1	1.2
Retail Assoc. of Nevada/POS (R)	2/21 - 2/23	500 LV		47	44	Heller +3	NV	2012	1	1.2
Retail Assoc. of Nevada/POS (R)	9/19 - 9/20	500 LV		44	39	Heller +5	NV	2012	1	1.2
RCP Average	10/23 - 11/4	--		48	44	Heller +4.0	NV	2012	1	1.2
Rasmussen Reports	10/23 - 10/23	500 LV		50	45	Heller +5	NV	2012	1	1.2
Rasmussen Reports	10/8 - 10/8	500 LV		48	45	Heller +3	NV	2012	1	1.2
Rasmussen Reports	10/15 - 10/15	500 LV		50	43	Heller +7	NV	2012	1	1.2
Rasmussen Reports	7/24 - 7/24	500 LV		51	42	Heller +9	NV	2012	1	1.2
Rasmussen Reports	9/18 - 9/18	500 LV		42	41	Heller +1	NV	2012	1	1.2
Rasmussen Reports	3/19 - 3/19	500 LV		47	40	Heller +7	NV	2012	1	1.2
Rasmussen Reports	4/30 - 4/30	500 LV		51	40	Heller +11	NV	2012	1	1.2
